epoch,train_loss,train_acc,val_loss,val_kld,val_acc,lr
1,0.7352518892520148,0.6329570688378978,0.9181561247784655,0.9181561247784655,0.6098782403770621,0.0008855805243445692
2,0.5345881141824168,0.7332776363250584,0.7401274376669863,0.7401274376669863,0.6288786331500392,0.0009821369912282676
3,0.4113316245386482,0.7834720320235964,0.923233560621705,0.923233560621705,0.5893558523173605,0.000918675420396495
4,0.3360509828592054,0.8116857324435971,0.8515210613434869,0.8515210613434869,0.5941673212882954,0.0008158905262643869
5,0.2853312646566237,0.8319034211644709,0.8654594842394938,0.8654594842394938,0.5887175962293795,0.0006837066726696809
6,0.24243023042814715,0.8499125318066157,0.8585810375752622,0.8585810375752622,0.6399744697564808,0.0005339489500111893
7,0.20846718709065518,0.863883632923368,0.9023208160998627,0.9023208160998627,0.578996465043205,0.00037970514340917775
8,0.1786515704618133,0.8763347076858019,0.8637525590689836,0.8637525590689836,0.5801256873527101,0.00023774820296073836
9,0.1552694297502955,0.8870408595321266,0.8569256396646592,0.8569256396646592,0.5756087981146897,0.0001207858091854342
10,0.13994123278684528,0.8941034738402881,0.8665114661050111,0.8665114661050111,0.5977022780832679,3.97220358413129e-05
