epoch,train_loss,train_acc,val_loss,val_kld,val_acc,lr
1,0.9628645029318442,0.5248059194565745,0.8828292070371083,0.8828292070371083,0.5538531553398058,0.007720973782771535
2,0.9260041248407803,0.5677999277282583,0.7921588933146197,0.7921588933146197,0.5918790453074434,0.009908385206026191
3,1.0410599779863736,0.5006411020992366,1.1761485705616308,1.1761485705616308,0.3611953883495146,0.00946742953381979
4,1.0132469641448494,0.49106287425149703,1.2811748792498725,1.2811748792498725,0.34966626213592233,0.008696857389453956
5,0.9265691822347426,0.5362362242453282,1.516095581307742,1.516095581307742,0.3637742718446602,0.007652921625098712
6,1.226048589100523,0.5736484877351751,1.208222876049723,1.208222876049723,0.41388551779935273,0.006404870619338823
7,0.7840848281983093,0.607712135577151,1.1020996660630078,1.1020996660630078,0.415453074433657,0.005045103402657544
8,0.7203940488780111,0.6361793465299308,1.0638582878143295,1.0638582878143295,0.42546521035598706,0.003690126521777938
9,0.6579970342413382,0.6673973096324766,1.242724815299162,1.242724815299162,0.431078074433657,0.0024413580081726013
10,0.5992703364467736,0.6915862484921592,1.0999255300812953,1.0999255300812953,0.46344053398058255,0.0013849610490762204
