epoch,train_loss,train_acc,val_loss,val_kld,val_acc,lr
1,0.7106237419706517,0.6368000305997552,0.8007085820930636,0.8007085820930636,0.6298076923076923,0.0006123595505617978
2,0.4852304714864114,0.7503587613293051,0.726024314471218,0.726024314471218,0.6261752136752137,0.0009983636489399345
3,0.3802361946916435,0.7922256097560976,0.7299681860527708,0.7299681860527708,0.5941773504273504,0.0009783526012384107
4,0.31208832812884335,0.8204262742718447,0.7875444039629282,0.7875444039629282,0.5784722222222223,0.0009361801136494432
5,0.2690209018533848,0.8364484244946492,0.7657021877367751,0.7657021877367751,0.6220619658119658,0.0008723586999437653
6,0.23679513310624803,0.8499026479750779,0.9456416986347624,0.9456416986347624,0.6043803418803418,0.0007946853195305988
7,0.21226854901074338,0.859375,0.7991649913418497,0.7991649913418497,0.5748931623931623,0.0007027112270597021
8,0.19426714003487838,0.8649854473039216,0.8536243779199761,0.8536243779199761,0.6268162393162393,0.0006013328374242979
9,0.17395910543013127,0.8737651975683891,0.8195708175771776,0.8195708175771776,0.6402777777777777,0.0004945091868783576
10,0.15834313764267874,0.8800285141800247,0.8747935098847653,0.8747935098847653,0.6026175213675213,0.0003894042409580557
